Map,Pokemon,Terrain
North Pole Harbour,Vulpix,Land
North Pole Harbour,Snorunt,Land
North Pole Harbour,Poochyena,Land
North Pole Harbour,Pidgey,Land
North Pole Harbour,Emolga,Land
North Pole Harbour,Delibird,Land

Oakwood Cavern 1F,Haunter,Land
Oakwood Cavern 1F,Cubone,Land
Oakwood Cavern 1F,Arbok,Land
Oakwood Cavern 1F,Abra,Land
Oakwood Cavern 1F,Ekans,Land
Oakwood Cavern 1F,Lillipup,Land
Oakwood Cavern 1F,Phantump,Land
Oakwood Cavern 1F,Snover,Land

Oakwood Cavern 2F,Shuckle,Land
Oakwood Cavern 2F,Sableye,Land
Oakwood Cavern 2F,Raticate,Land
Oakwood Cavern 2F,Marill,Land
Oakwood Cavern 2F,Jigglypuff,Land
Oakwood Cavern 2F,Dunsparce,Land
Oakwood Cavern 2F,Aipom,Land
Oakwood Cavern 2F,Skitty,Land

Polar City,Butterfree,Land
Polar City,Vulpix,Land
Polar City,Tauros,Land
Polar City,Smeargle,Land
Polar City,Staravia,Land
Polar City,Glameow,Land
Polar City,Elekid,Land
Polar City,Swinub,Land

Polar City North Gate,Stantler,Land
Polar City North Gate,Caterpie,Land
Polar City North Gate,Chatot,Land
Polar City North Gate,Dedenne,Land
Polar City North Gate,Haunter,Land
Polar City North Gate,Sneasel,Land
Polar City North Gate,Vulpix,Land
Polar City North Gate,Abra,Land

Polar Path,Abra,Land
Polar Path,Budew,Land
Polar Path,Taillow,Land
Polar Path,Sentret,Land
Polar Path,Ralts,Land
Polar Path,Eevee,Land
Polar Path,Pidgey,Land
Polar Path,Buneary,Land

Snowfall Valley,Skitty,Land
Snowfall Valley,Sigilyph,Land
Snowfall Valley,Lotad,Land
Snowfall Valley,Lickitung,Land
Snowfall Valley,Ledian,Land
Snowfall Valley,Kadabra,Land
Snowfall Valley,Bulbasaur,Land
Snowfall Valley,Unown,Land
Snowfall Valley,Zubat,Water
Snowfall Valley,Swablu,Water
Snowfall Valley,Spheal,Water
Snowfall Valley,Psyduck,Water
Snowfall Valley,Marill,Water
Snowfall Valley,Corphish,Water
Snowfall Valley,Buizel,Water
Snowfall Valley,Gyarados,Water

Whoville,Audino,Land
Whoville,Ditto,Land
Whoville,Igglybuff,Land
Whoville,Jigglypuff,Land
Whoville,Marill,Land
Whoville,Miltank,Land
Whoville,Rattata,Land
Whoville,Sneasel,Land
Whoville,Wigglytuff,Land
Whoville,Azumarill,Water
Whoville,Azurill,Water
Whoville,Bibarel,Water
Whoville,Golbat,Water
Whoville,Marill,Water
Whoville,Panpour,Water
Whoville,Tentacool,Water

Whoville Shore,Snubbull,Land
Whoville Shore,Pikachu,Land
Whoville Shore,Minun,Land
Whoville Shore,Lombre,Land
Whoville Shore,Litwick,Land
Whoville Shore,Houndour,Land
Whoville Shore,Farfetchd,Land
Whoville Shore,Caterpie,Land
Whoville Woods,Abra,Land
Whoville Woods,Cottonee,Land
Whoville Woods,Hatenna,Land
Whoville Woods,Jigglypuff,Land
Whoville Woods,Marill,Land
Whoville Woods,Poliwag,Land
Whoville Woods,Yanma,Land
Whoville Woods,Sentret,Land
