Map,Pokemon,Terrain
Eterna City,Magikarp,Water
Eterna City,Gyarados,Water
Eterna City,Barboach,Water
Eterna City,Whiscash,Water
Eterna City,Buizel,Water

Eterna Forest,Tangela,Land
Eterna Forest,Yanma,Land
Eterna Forest,Murkrow,Land
Eterna Forest,Starly,Land
Eterna Forest,Budew,Land
Eterna Forest,Cherubi,Land
Eterna Forest,Bunnelby,Land
Eterna Forest,Venipede,Land

Eterna Forest Cave,Tangela,Land
Eterna Forest Cave,Gligar,Land
Eterna Forest Cave,Duskull,Land
Eterna Forest Cave,Bidoof,Land
Eterna Forest Cave,Stunky,Land
Eterna Forest Cave,Bronzor,Land
Eterna Forest Cave,Impidimp,Land
Eterna Forest Cave,Burmy-Sandy,Land

Floaroma Meadow,Milcry,Land
Floaroma Meadow,Starly,Land
Floaroma Meadow,Bidoof,Land
Floaroma Meadow,Combee,Land
Floaroma Meadow,Cherubi,Land
Floaroma Meadow,Glameow,Land
Floaroma Meadow,Munchlax,Land
Floaroma Meadow,Flabebe,Land

Forest Dungeon Entrance,Bellsprout,Land
Forest Dungeon Entrance,Tangela,Land
Forest Dungeon Entrance,Yanma,Land
Forest Dungeon Entrance,Roselia,Land
Forest Dungeon Entrance,Starly,Land
Forest Dungeon Entrance,Pansage,Land
Forest Dungeon Entrance,Venipede,Land
Forest Dungeon Entrance,Bunnelby,Land

Forest Maze,Oddish,Land
Forest Maze,Paras,Land
Forest Maze,Weepinbell,Land
Forest Maze,Skiploom,Land
Forest Maze,Shroomish,Land
Forest Maze,Breloom,Land
Forest Maze,Snivy,Land
Forest Maze,Pansage,Land
Forest Maze,Petilil,Land

Forest Maze Underground,Bellsprout,Land
Forest Maze Underground,Geodude,Land
Forest Maze Underground,Graveler,Land
Forest Maze Underground,Donphan,Land
Forest Maze Underground,Cacturne,Land
Forest Maze Underground,Baltoy,Land
Forest Maze Underground,Roggenrola,Land
Forest Maze Underground,Ferroseed,Land

Fuego Ironworks,Magnemite,Land
Fuego Ironworks,Magneton,Land
Fuego Ironworks,Magmar,Land
Fuego Ironworks,Staravia,Land
Fuego Ironworks,Bibarel,Land
Fuego Ironworks,Shinx,Land
Fuego Ironworks,Luxio,Land
Fuego Ironworks,Combee,Land
Fuego Ironworks,Buizel,Land
Fuego Ironworks,Boltund,Land
Fuego Ironworks,Cramorant,Water
Fuego Ironworks,Psyduck,Water
Fuego Ironworks,Yanma,Water
Fuego Ironworks,Staravia,Water
Fuego Ironworks,Bibarel,Water
Fuego Ironworks,Shellos,Water
Fuego Ironworks,Gastrodon,Water
Fuego Ironworks,Finneon,Water

Iron Island,Magikarp,Water
Iron Island,Murkrow,Water
Iron Island,Bibarel,Water
Iron Island,Buizel,Water
Iron Island,Bronzor,Water
Iron Island,Bronzong,Water
Iron Island,Rookidee,Water
Iron Island,Corsola-Galarian,Water

Iron Island 1F,Magnemite,Land
Iron Island 1F,Rhyhorn,Land
Iron Island 1F,Misdreavus,Land
Iron Island 1F,Gligar,Land
Iron Island 1F,Nosepass,Land
Iron Island 1F,Bronzor,Land
Iron Island 1F,Bronzong,Land
Iron Island 1F,Drilbur,Land
Iron Island 1F,Cufant,Land

Iron Island B1F L,Magnemite,Land
Iron Island B1F L,Magneton,Land
Iron Island B1F L,Rhyhorn,Land
Iron Island B1F L,Steelix,Land
Iron Island B1F L,Nosepass,Land
Iron Island B1F L,Bronzong,Land
Iron Island B1F L,Klink,Land

Iron Island B1F R,Magnemite,Land
Iron Island B1F R,Rhyhorn,Land
Iron Island B1F R,Nosepass,Land
Iron Island B1F R,Shuppet,Land
Iron Island B1F R,Duskull,Land
Iron Island B1F R,Bronzor,Land
Iron Island B1F R,Bronzong,Land
Iron Island B1F R,Pawniard,Land

Iron Island B2F L,Zubat,Land
Iron Island B2F L,Magneton,Land
Iron Island B2F L,Marowak,Land
Iron Island B2F L,Rhyhorn,Land
Iron Island B2F L,Nosepass,Land
Iron Island B2F L,Metang,Land
Iron Island B2F L,Bronzong,Land
Iron Island B2F L,Magnezone,Land

Iron Island B2F R,Magnemite,Land
Iron Island B2F R,Magneton,Land
Iron Island B2F R,Rhyhorn,Land
Iron Island B2F R,Mawile,Land
Iron Island B2F R,Aron,Land
Iron Island B2F R,Bronzong,Land

Iron Island Exit Room,Magnemite,Land
Iron Island Exit Room,Rhyhorn,Land
Iron Island Exit Room,Steelix,Land
Iron Island Exit Room,Duskull,Land
Iron Island Exit Room,Bronzor,Land
Iron Island Exit Room,Bronzong,Land
Iron Island Exit Room,Riolu,Land
Iron Island Exit Room,Stonjourner,Land

Lake Acuity,Golduck,Land
Lake Acuity,Piloswine,Land
Lake Acuity,Snorunt,Land
Lake Acuity,Glalie,Land
Lake Acuity,Bibarel,Land
Lake Acuity,Chingling,Land
Lake Acuity,Snover,Land
Lake Acuity,Mamoswine,Land
Lake Acuity,Mr. Mime,Land
Lake Acuity,Golbat,Water
Lake Acuity,Golduck,Water
Lake Acuity,Misdreavus,Water
Lake Acuity,Chimecho,Water
Lake Acuity,Bibarel,Water
Lake Acuity,Bronzong,Water
Lake Acuity,Froslass,Water
Lake Acuity,Vanillite,Water
Lake Acuity,Eiscue,Water

Lake Valor,Psyduck,Land
Lake Valor,Golduck,Land
Lake Valor,Lickitung,Land
Lake Valor,Noctowl,Land
Lake Valor,Wobbuffet,Land
Lake Valor,Staravia,Land
Lake Valor,Bibarel,Land
Lake Valor,Chingling,Land
Lake Valor,Psyduck,Water
Lake Valor,Golduck,Water
Lake Valor,Goldeen,Water
Lake Valor,Seaking,Water
Lake Valor,Magikarp,Water
Lake Valor,Gyarados,Water

Lake Verity,Wynaut,Land
Lake Verity,Starly,Land
Lake Verity,Bidoof,Land
Lake Verity,Psyduck,Water
Lake Verity,Staryu,Water
Lake Verity,Yanma,Water
Lake Verity,Staravia,Water
Lake Verity,Bibarel,Water
Lake Verity,Buizel,Water
Lake Verity,Cramorant,Water

Lost Tower 1F,Golbat,Land
Lost Tower 1F,Gastly,Land
Lost Tower 1F,Haunter,Land
Lost Tower 1F,Murkrow,Land
Lost Tower 1F,Misdreavus,Land
Lost Tower 1F,Duskull,Land
Lost Tower 1F,Bidoof,Land
Lost Tower 1F,Chingling,Land
Lost Tower 1F,Purrloin,Land

Lost Tower 2F,Golbat,Land
Lost Tower 2F,Gastly,Land
Lost Tower 2F,Haunter,Land
Lost Tower 2F,Murkrow,Land
Lost Tower 2F,Misdreavus,Land
Lost Tower 2F,Duskull,Land
Lost Tower 2F,Bidoof,Land
Lost Tower 2F,Chingling,Land
Lost Tower 2F,Pumpkaboo,Land

Lost Tower 3F,Golbat,Land
Lost Tower 3F,Gastly,Land
Lost Tower 3F,Haunter,Land
Lost Tower 3F,Murkrow,Land
Lost Tower 3F,Misdreavus,Land
Lost Tower 3F,Duskull,Land
Lost Tower 3F,Bidoof,Land
Lost Tower 3F,Chingling,Land
Lost Tower 3F,Phantump,Land

Lost Tower 4F,Golbat,Land
Lost Tower 4F,Gastly,Land
Lost Tower 4F,Haunter,Land
Lost Tower 4F,Misdreavus,Land
Lost Tower 4F,Duskull,Land
Lost Tower 4F,Bidoof,Land
Lost Tower 4F,Chingling,Land
Lost Tower 4F,Spiritomb,Land
Lost Tower 4F,Honedge,Land

Maniac Tunnel,Rhyhorn,Land
Maniac Tunnel,Tangela,Land
Maniac Tunnel,Misdreavus,Land
Maniac Tunnel,Bidoof,Land
Maniac Tunnel,Stunky,Land
Maniac Tunnel,Bronzor,Land
Maniac Tunnel,Bronzong,Land
Maniac Tunnel,Hippopotas,Land
Maniac Tunnel,Falinks,Land

Matsuki Courtyard,Pikachu,Land
Matsuki Courtyard,Vileplume,Land
Matsuki Courtyard,Sentret,Land
Matsuki Courtyard,Sunkern,Land
Matsuki Courtyard,Cherrim,Land
Matsuki Courtyard,Blitzle,Land
Matsuki Courtyard,Sewaddle,Land
Matsuki Courtyard,Flabebe,Land
Matsuki Courtyard,Dedenne,Land

Mountain Area Dungeon,Swinub,Land
Mountain Area Dungeon,Piloswine,Land
Mountain Area Dungeon,Delibird,Land
Mountain Area Dungeon,Donphan,Land
Mountain Area Dungeon,Snorunt,Land
Mountain Area Dungeon,Lillipup,Land
Mountain Area Dungeon,Vanillite,Land
Mountain Area Dungeon,Vanillish,Land
Mountain Area Dungeon,Psyduck,Water
Mountain Area Dungeon,Seel,Water
Mountain Area Dungeon,Dewgong,Water
Mountain Area Dungeon,Magikarp,Water
Mountain Area Dungeon,Mantyke,Water
Mountain Area Dungeon,Panpour,Water
Mountain Area Dungeon,Frillish,Water
Mountain Area Dungeon,Jellicent,Water

Mountain Area Maze,Geodude,Land
Mountain Area Maze,Graveler,Land
Mountain Area Maze,Rhyhorn,Land
Mountain Area Maze,Magcargo,Land
Mountain Area Maze,Probopass,Land
Mountain Area Maze,Tepig,Land
Mountain Area Maze,Pansear,Land
Mountain Area Maze,Klink,Land

Mt. Coronet 2F,Zubat,Land
Mt. Coronet 2F,Magneton,Land
Mt. Coronet 2F,Misdreavus,Land
Mt. Coronet 2F,Gligar,Land
Mt. Coronet 2F,Steelix,Land
Mt. Coronet 2F,Ursaring,Land
Mt. Coronet 2F,Nosepass,Land
Mt. Coronet 2F,Bronzong,Land
Mt. Coronet 2F,Croagunk,Land

Mt. Coronet 3F,Zubat,Land
Mt. Coronet 3F,Onix,Land
Mt. Coronet 3F,Steelix,Land
Mt. Coronet 3F,Sneasel,Land
Mt. Coronet 3F,Nosepass,Land
Mt. Coronet 3F,Bronzong,Land
Mt. Coronet 3F,Skorupi,Land

Mt. Coronet 4F,Rhyhorn,Land
Mt. Coronet 4F,Misdreavus,Land
Mt. Coronet 4F,Swinub,Land
Mt. Coronet 4F,Larvitar,Land
Mt. Coronet 4F,Nosepass,Land
Mt. Coronet 4F,Bronzor,Land
Mt. Coronet 4F,Bronzong,Land
Mt. Coronet 4F,Cufant,Land
Mt. Coronet 4F,Drednaw,Water
Mt. Coronet 4F,Zubat,Water
Mt. Coronet 4F,Dratini,Water
Mt. Coronet 4F,Floatzel,Water
Mt. Coronet 4F,Bronzor,Water
Mt. Coronet 4F,Bronzong,Water
Mt. Coronet 4F,Finneon,Water

Mt. Coronet 5F,Golbat,Land
Mt. Coronet 5F,Magneton,Land
Mt. Coronet 5F,Swinub,Land
Mt. Coronet 5F,Snorunt,Land
Mt. Coronet 5F,Mismagius,Land
Mt. Coronet 5F,Bronzong,Land
Mt. Coronet 5F,Probopass,Land
Mt. Coronet 5F,Sandile,Land

Mt. Coronet 6F,Zubat,Land
Mt. Coronet 6F,Magneton,Land
Mt. Coronet 6F,Sneasel,Land
Mt. Coronet 6F,Ursaring,Land
Mt. Coronet 6F,Trapinch,Land
Mt. Coronet 6F,Chingling,Land
Mt. Coronet 6F,Bronzong,Land
Mt. Coronet 6F,Dwebble,Land

Mt. Coronet 7F,Zubat,Land
Mt. Coronet 7F,Magneton,Land
Mt. Coronet 7F,Rhyhorn,Land
Mt. Coronet 7F,Gligar,Land
Mt. Coronet 7F,Sneasel,Land
Mt. Coronet 7F,Mismagius,Land
Mt. Coronet 7F,Bronzong,Land
Mt. Coronet 7F,Weavile,Land
Mt. Coronet 7F,Gliscor,Land

Mt. Coronet B1F,Golbat,Land
Mt. Coronet B1F,Graveler,Land
Mt. Coronet B1F,Rhyhorn,Land
Mt. Coronet B1F,Nosepass,Land
Mt. Coronet B1F,Chingling,Land
Mt. Coronet B1F,Bronzor,Land
Mt. Coronet B1F,Bronzong,Land
Mt. Coronet B1F,Roggenrola,Land
Mt. Coronet B1F,Psyduck,Water
Mt. Coronet B1F,Feebas,Water
Mt. Coronet B1F,Bibarel,Water
Mt. Coronet B1F,Bronzor,Water
Mt. Coronet B1F,Bronzong,Water
Mt. Coronet B1F,Finneon,Water
Mt. Coronet B1F,Basculin,Water
Mt. Coronet B1F,Qwilfish-Hisui,Water

Mt. Coronet Center,Zubat,Land
Mt. Coronet Center,Onix,Land
Mt. Coronet Center,Nosepass,Land
Mt. Coronet Center,Meditite,Land
Mt. Coronet Center,Chingling,Land
Mt. Coronet Center,Bronzor,Land
Mt. Coronet Center,Lillipup,Land

Mt. Coronet North,Cufant,Land
Mt. Coronet North,Magneton,Land
Mt. Coronet North,Rhyhorn,Land
Mt. Coronet North,Ursaring,Land
Mt. Coronet North,Swinub,Land
Mt. Coronet North,Nosepass,Land
Mt. Coronet North,Munchlax,Land

Mt. Coronet South,Zubat,Land
Mt. Coronet South,Nosepass,Land
Mt. Coronet South,Bibarel,Land
Mt. Coronet South,Chingling,Land
Mt. Coronet South,Bronzor,Land
Mt. Coronet South,Dwebble,Land
Mt. Coronet South,Scraggy,Land
Mt. Coronet South,Psyduck,Water
Mt. Coronet South,Misdreavus,Water
Mt. Coronet South,Bibarel,Water
Mt. Coronet South,Chingling,Water
Mt. Coronet South,Bronzor,Water
Mt. Coronet South,Chewtle,Water

Mt. Coronet Summit,Sneasel,Land
Mt. Coronet Summit,Swinub,Land
Mt. Coronet Summit,Nosepass,Land
Mt. Coronet Summit,Chingling,Land
Mt. Coronet Summit,Bronzor,Land
Mt. Coronet Summit,Bronzong,Land
Mt. Coronet Summit,Weavile,Land
Mt. Coronet Summit,Magnezone,Land
Mt. Coronet Summit,Cryogonal,Land
Mt. Coronet Summit,Sneasel-Hisui,Land

Mt. Coronet Tunnel,Golbat,Land
Mt. Coronet Tunnel,Graveler,Land
Mt. Coronet Tunnel,Magneton,Land
Mt. Coronet Tunnel,Misdreavus,Land
Mt. Coronet Tunnel,Gligar,Land
Mt. Coronet Tunnel,Duskull,Land
Mt. Coronet Tunnel,Chingling,Land
Mt. Coronet Tunnel,Bronzong,Land
Mt. Coronet Tunnel,Noibat,Land

Old Chateau 1F,Zubat,Land
Old Chateau 1F,Gastly,Land
Old Chateau 1F,Murkrow,Land
Old Chateau 1F,Misdreavus,Land
Old Chateau 1F,Bidoof,Land
Old Chateau 1F,Bibarel,Land
Old Chateau 1F,Chingling,Land
Old Chateau 1F,Espurr

Old Chateau 1F 2R,Zubat,Land
Old Chateau 1F 2R,Gastly,Land
Old Chateau 1F 2R,Murkrow,Land
Old Chateau 1F 2R,Misdreavus,Land
Old Chateau 1F 2R,Bidoof,Land
Old Chateau 1F 2R,Bibarel,Land
Old Chateau 1F 2R,Chingling,Land
Old Chateau 1F 2R,Espurr,Land

Old Chateau 2F,Rattata,Land
Old Chateau 2F,Abra,Land
Old Chateau 2F,Gastly,Land
Old Chateau 2F,Ralts,Land
Old Chateau 2F,Duskull,Land
Old Chateau 2F,Chingling,Land
Old Chateau 2F,Gothita,Land

Old Chateau 2F 1R,Rattata,Land
Old Chateau 2F 1R,Abra,Land
Old Chateau 2F 1R,Gastly,Land
Old Chateau 2F 1R,Ralts,Land
Old Chateau 2F 1R,Duskull,Land
Old Chateau 2F 1R,Chingling,Land
Old Chateau 2F 1R,Gothita,Land

Old Chateau 2F 2R,Rattata,Land
Old Chateau 2F 2R,Abra,Land
Old Chateau 2F 2R,Gastly,Land
Old Chateau 2F 2R,Duskull,Land
Old Chateau 2F 2R,Chingling,Land
Old Chateau 2F 2R,Rotom,Land

Old Chateau 2F 3R,Rattata,Land
Old Chateau 2F 3R,Abra,Land
Old Chateau 2F 3R,Gastly,Land
Old Chateau 2F 3R,Ralts,Land
Old Chateau 2F 3R,Duskull,Land
Old Chateau 2F 3R,Chingling,Land
Old Chateau 2F 3R,Gothita,Land

Old Chateau 2F 4R,Rattata,Land
Old Chateau 2F 4R,Abra,Land
Old Chateau 2F 4R,Gastly,Land
Old Chateau 2F 4R,Ralts,Land
Old Chateau 2F 4R,Duskull,Land
Old Chateau 2F 4R,Chingling,Land
Old Chateau 2F 4R,Gothita,Land

Old Chateau 2F 5R,Rattata,Land
Old Chateau 2F 5R,Abra,Land
Old Chateau 2F 5R,Gastly,Land
Old Chateau 2F 5R,Ralts,Land
Old Chateau 2F 5R,Duskull,Land
Old Chateau 2F 5R,Chingling,Land
Old Chateau 2F 5R,Gothita,Land

Old Chateau Dining Room,Sinistea,Land
Old Chateau Dining Room,Indeedee,Land
Old Chateau Dining Room,Gastly,Land
Old Chateau Dining Room,Lickitung,Land
Old Chateau Dining Room,Tangela,Land
Old Chateau Dining Room,Misdreavus,Land
Old Chateau Dining Room,Bidoof,Land
Old Chateau Dining Room,Burmy-Trash,Land

Oreburgh Gate 1F,Zubat,Land
Oreburgh Gate 1F,Bidoof,Land
Oreburgh Gate 1F,Kricketot,Land

Oreburgh Gate B1F,Zubat,Land
Oreburgh Gate B1F,Psyduck,Land
Oreburgh Gate B1F,Buizel,Land
Oreburgh Gate B1F,Farfetchd-Galarian,Land
Oreburgh Gate B1F,Zubat,Water
Oreburgh Gate B1F,Psyduck,Water
Oreburgh Gate B1F,Buizel,Water
Oreburgh Gate B1F,Shellos,Water
Oreburgh Gate B1F,Finneon,Water

Pal Park,Indeedee,Land
Pal Park,Eevee,Land
Pal Park,Yanma,Land
Pal Park,Staravia,Land
Pal Park,Budew,Land
Pal Park,Cherubi,Land
Pal Park,Cherrim,Land
Pal Park,Bunnelby,Land
Pal Park,Emolga,Land
Pal Park,Psyduck,Water
Pal Park,Staravia,Water
Pal Park,Bibarel,Water
Pal Park,Buizel,Water
Pal Park,Finneon,Water
Pal Park,Tympole,Water

Ravaged Path,Zubat,Land
Ravaged Path,Bidoof,Land
Ravaged Path,Kricketot,Land
Ravaged Path,Psyduck,Water
Ravaged Path,Bidoof,Water
Ravaged Path,Buizel,Water

Resort Area,Magikarp,Water

Route 201,Bidoof,Land
Route 201,Kricketot,Land
Route 201,Starly,Land
Route 201,Lillipup,Land

Route 202,Bidoof,Land
Route 202,Kricketot,Land
Route 202,Starly,Land
Route 202,Shinx,Land

Route 203,Abra,Land
Route 203,Togepi,Land
Route 203,Bidoof,Land
Route 203,Kricketot,Land
Route 203,Shinx,Land
Route 203,Starly,Land
Route 203,Zubat,Land
Route 203,Psyduck,Water
Route 203,Bidoof,Water
Route 203,Buizel,Water

Route 204,Yanma,Land
Route 204,Starly,Land
Route 204,Bidoof,Land
Route 204,Kricketot,Land
Route 204,Shinx,Land
Route 204,Spritzee,Land
Route 204,Psyduck,Water
Route 204,Yanma,Water
Route 204,Bidoof,Water
Route 204,Bibarel,Water
Route 204,Buizel,Water
Route 204,Finneon,Water

Route 205,Murkrow,Land
Route 205,Starly,Land
Route 205,Bidoof,Land
Route 205,Budew,Land
Route 205,Burmy,Land
Route 205,Combee,Land
Route 205,Buizel,Land
Route 205,Cherubi,Land
Route 205,Shellos,Land
Route 205,Audino,Land
Route 205,Psyduck,Water
Route 205,Bidoof,Water
Route 205,Buizel,Water
Route 205,Shellos,Water
Route 205,Chewtle,Water

Route 206,Ponyta,Land
Route 206,Yanma,Land
Route 206,Staravia,Land
Route 206,Bibarel,Land
Route 206,Cherubi,Land
Route 206,Stunky,Land
Route 206,Bunnelby,Land

Route 207,Tangela,Land
Route 207,Gligar,Land
Route 207,Phanpy,Land
Route 207,Magby,Land
Route 207,Starly,Land
Route 207,Bidoof,Land
Route 207,Kricketot,Land
Route 207,Burmy,Land

Route 208,Lickitung,Land
Route 208,Teddiursa,Land
Route 208,Roselia,Land
Route 208,Bidoof,Land
Route 208,Bibarel,Land
Route 208,Kricketune,Land
Route 208,Cherubi,Land
Route 208,Cherrim,Land
Route 208,Lickilicky,Land
Route 208,Poliwrath,Water
Route 208,Tentacool,Water
Route 208,Tentacruel,Water
Route 208,Slowbro,Water
Route 208,Politoed,Water
Route 208,Starly,Water
Route 208,Staravia,Water
Route 208,Bronzor,Water
Route 208,Lumineon,Water

Route 209,Zubat,Land
Route 209,Gastly,Land
Route 209,Tauros,Land
Route 209,Yanma,Land
Route 209,Murkrow,Land
Route 209,Misdreavus,Land
Route 209,Miltank,Land
Route 209,Ralts,Land
Route 209,Starly,Land
Route 209,Staravia,Land
Route 209,Bidoof,Land
Route 209,Bibarel,Land
Route 209,Budew,Land
Route 209,Bonsly,Land
Route 209,Mime Jr.,Land

Route 210,Chansey,Land
Route 210,Tangela,Land
Route 210,Yanma,Land
Route 210,Kecleon,Land
Route 210,Staravia,Land
Route 210,Bibarel,Land
Route 210,Kricketune,Land
Route 210,Cherrim,Land
Route 210,Bonsly,Land
Route 210,Swirlix,Land

Route 210 North,Psyduck,Land
Route 210 North,Scyther,Land
Route 210 North,Yanma,Land
Route 210 North,Bagon,Land
Route 210 North,Staravia,Land
Route 210 North,Bibarel,Land
Route 210 North,Budew,Land
Route 210 North,Buizel,Land
Route 210 North,Psyduck,Water
Route 210 North,Horsea,Water
Route 210 North,Yanma,Water
Route 210 North,Staravia,Water
Route 210 North,Bibarel,Water
Route 210 North,Buizel,Water
Route 210 North,Goomy,Water

Route 211,Aipom,Land
Route 211,Swablu,Land
Route 211,Staravia,Land
Route 211,Kricketune,Land
Route 211,Buizel,Land
Route 211,Chingling,Land
Route 211,Bronzor,Land
Route 211,Voltorb-Hisui,Land

Route 212 North,Ralts,Land
Route 212 North,Starly,Land
Route 212 North,Staravia,Land
Route 212 North,Budew,Land
Route 212 North,Roserade,Land
Route 212 North,Cherrim,Land
Route 212 North,Happiny,Land
Route 212 North,Furfrou,Land
Route 212 North,Hatenna,Land
Route 212 North,Psyduck,Water
Route 212 North,Marill,Water
Route 212 North,Yanma,Water
Route 212 North,Staravia,Water
Route 212 North,Bibarel,Water
Route 212 North,Buizel,Water

Route 212 South,Tangela,Land
Route 212 South,Shroomish,Land
Route 212 South,Staravia,Land
Route 212 South,Bidoof,Land
Route 212 South,Bibarel,Land
Route 212 South,Budew,Land
Route 212 South,Croagunk,Land
Route 212 South,Yanmega,Land
Route 212 South,Shellos,Land
Route 212 South,Psyduck,Water
Route 212 South,Qwilfish,Water
Route 212 South,Bidoof,Water
Route 212 South,Bibarel,Water
Route 212 South,Buizel,Water
Route 212 South,Yanmega,Water
Route 212 South,Tympole,Water
Route 212 South,Shellos,Water

Route 213,Staravia,Land
Route 213,Bibarel,Land
Route 213,Burmy,Land
Route 213,Buizel,Land
Route 213,Cherubi,Land
Route 213,Stunky,Land
Route 213,Chatot,Land
Route 213,Inkay,Land
Route 213,Shellos,Land
Route 213,Carvanha,Water
Route 213,Staravia,Water
Route 213,Bidoof,Water
Route 213,Bibarel,Water
Route 213,Finneon,Water
Route 213,Mantyke,Water
Route 213,Shellos,Water
Route 213,Gastrodon-East,Water

Route 214,Psyduck,Land
Route 214,Lickitung,Land
Route 214,Tangela,Land
Route 214,Yanma,Land
Route 214,Gligar,Land
Route 214,Shroomish,Land
Route 214,Bibarel,Land
Route 214,Hippopotas,Land
Route 214,Psyduck,Water
Route 214,Yanma,Water
Route 214,Staravia,Water
Route 214,Bidoof,Water
Route 214,Bibarel,Water
Route 214,Finneon,Water
Route 214,Yanmega,Water

Route 215,Lickitung,Land
Route 215,Aipom,Land
Route 215,Yanma,Land
Route 215,Houndour,Land
Route 215,Houndour,Land
Route 215,Electrike,Land
Route 215,Staravia,Land
Route 215,Bibarel,Land
Route 215,Cherubi,Land
Route 215,Drifloon,Land

Route 216,Snom,Land
Route 216,Magneton,Land
Route 216,Sneasel,Land
Route 216,Ursaring,Land
Route 216,Swinub,Land
Route 216,Piloswine,Land
Route 216,Snover,Land
Route 216,Cubchoo,Land
Route 216,Bergmite,Land

Route 217,Wyrdeer,Land
Route 217,Magneton,Land
Route 217,Ursaring,Land
Route 217,Swinub,Land
Route 217,Piloswine,Land
Route 217,Zangoose,Land
Route 217,Snover,Land
Route 217,Froslass,Land
Route 217,Rufflet,Land

Route 218,Tangela,Land
Route 218,Ditto,Land
Route 218,Marill,Land
Route 218,Staravia,Land
Route 218,Combee,Land
Route 218,Vespiquen,Land
Route 218,Cherubi,Land
Route 218,Chatot,Land
Route 218,Timburr,Land
Route 218,Shellder,Water
Route 218,Staravia,Water
Route 218,Bidoof,Water
Route 218,Bibarel,Water
Route 218,Floatzel,Water
Route 218,Shellos,Water
Route 218,Mantyke,Water
Route 218,Frillish,Water

Route 219,Mantine,Water
Route 219,Clamperl,Water
Route 219,Staravia,Water
Route 219,Bidoof,Water
Route 219,Bibarel,Water
Route 219,Buizel,Water
Route 219,Mantyke,Water

Route 220,Psyduck,Water
Route 220,Magikarp,Water
Route 220,Octillery,Water
Route 220,Bibarel,Water
Route 220,Floatzel,Water
Route 220,Finneon,Water

Route 221,Psyduck,Land
Route 221,Lickitung,Land
Route 221,Tangela,Land
