Map,Pokemon,Terrain
Cinnabar Mansion B1F,Grimer,Land
Cinnabar Mansion B1F,Magby,Land
Cinnabar Mansion B1F,Magmar,Land
Cinnabar Mansion B1F,Muk,Land
Cinnabar Mansion B1F,Vulpix,Land
Diamond Domain 1F,Krabby,Water
Diamond Domain 1F,Kingler,Water
Diamond Domain 1F,Cubone,Land
Diamond Domain 1F,Clefairy,Land
Diamond Domain 1F,Golbat,Land
Diamond Domain 1F,Mawile,Land
Diamond Domain 1F,Misdreavus,Land
Diamond Domain 1F,Woobat,Land
Diamond Domain 1F,Zubat,Land
Diamond Domain 1F,Slowpoke,Water
Diamond Domain 1F,Geodude,Land
Diamond Domain B1F,Staryu,Water
Diamond Domain B1F,Magikarp,Water
Diamond Domain B1F,Golduck,Water
Diamond Domain B1F,Clamperl,Water
Diamond Domain B1F,Shellder,Water
Diamond Domain B1F,Starmie,Water
Diamond Domain B1F,Psyduck,Water
Diamond Domain B1F,Seel,Water
Diamond Domain B1F,Geodude,Land
Diamond Domain B1F,Golbat,Land
Diamond Domain B1F,Sableye,Land
Diamond Domain B1F,Snorunt,Land
Diamond Domain B1F,Swinub,Land
Diamond Domain B1F,Whismur,Land
Diamond Domain B1F,Woobat,Land
Diamond Domain B1F,Zubat,Land
Diamond Domain Main Cave,Magikarp,Water
Diamond Domain Main Cave,Golduck,Water
Diamond Domain Main Cave,Shellder,Water
Diamond Domain Main Cave,Seel,Water
Diamond Domain Main Cave,Cryogonal,Water
Diamond Domain Main Cave,Dewgong,Water
Diamond Domain Main Cave,Vanillite,Land
Diamond Domain Main Cave,Swinub,Land
Diamond Domain Main Cave,Geodude,Land
Diamond Domain Main Cave,Snorunt,Land
Diamond Domain Main Cave,Sneasel,Land
Diamond Domain Main Cave,Golbat,Land
Diamond Domain Main Cave,Staryu,Water
Diamond Domain Main Cave,Delibird,Land
Diamond Domain Main Cave,Carbink,Land
Diamond Domain Main Cave,Clamperl,Water
Diamond Domain Main Cave,Spheal,Land
Diamond Empire Ballroom,Zubat,Land
Diamond Empire Ballroom,Marill,Land
Diamond Empire Ballroom,Azurill,Land
Diamond Empire Ballroom,Carbink,Land
Diamond Empire Ballroom,Clefairy,Land
Diamond Empire Ballroom,Graveler,Land
Diamond Empire Ballroom,Mime Jr.,Land
Diamond Empire Ballroom,Quagsire,Land
Diamond Empire East Wing,Diglett,Land
Diamond Empire East Wing,Golbat,Land
Diamond Empire East Wing,Scraggy,Land
Diamond Empire East Wing,Rhyhorn,Land
Diamond Empire East Wing,Paras,Land
Diamond Empire East Wing,Nosepass,Land
Diamond Empire East Wing,Machoke,Land
Diamond Empire East Wing,Timburr,Land
Diamond Empire Entry,Remoraid,Water
Diamond Empire Entry,Octillery,Water
Diamond Empire Entry,Magikarp,Water
Diamond Empire Entry,Feebas,Water
Diamond Empire Entry,Seadra,Water
Diamond Empire Entry,Quagsire,Water
Diamond Empire Entry,Clamperl,Water
Diamond Empire Entry,Roggenrola,Land
Diamond Empire Entry,Rhyhorn,Land
Diamond Empire Entry,Misdreavus,Land
Diamond Empire Entry,Marill,Land
Diamond Empire Entry,Golbat,Land
Diamond Empire Entry,Geodude,Land
Diamond Empire Entry,Drilbur,Land
Diamond Empire Entry,Shellos,Water
Diamond Empire Entry,Whismur,Land
Diamond Empire Entry,Wooper,Water
Diamond Empire Foyer,Donphan,Land
Diamond Empire Foyer,Golbat,Land
Diamond Empire Foyer,Cubone,Land
Diamond Empire Foyer,Steelix,Land
Diamond Empire Foyer,Loudred,Land
Diamond Empire Foyer,Dwebble,Land
Diamond Empire Foyer,Dugtrio,Land
Diamond Empire Foyer,Stunfisk,Land
Diamond Empire Pathway Underwater,Tentacool,Water
Diamond Empire Pathway Underwater,Relicanth,Water
Diamond Empire Pathway Underwater,Magikarp,Water
Diamond Empire Pathway Underwater,Lanturn,Water
Diamond Empire Pathway Underwater,Corsola,Water
Diamond Empire Pathway Underwater,Clamperl,Water
Diamond Empire Pathway Underwater,Chinchou,Water
Diamond Empire Pathway Underwater,Carvanha,Water
Diamond Empire West Wing,Chimecho,Land
Diamond Empire West Wing,Clefairy,Land
Diamond Empire West Wing,Klefki,Land
Diamond Empire West Wing,Marill,Land
Diamond Empire West Wing,Mr. Mime,Land
Diamond Empire West Wing,Wooper,Land
Diamond Empire West Wing,Zubat,Land
Diamond Empire West Wing,Quagsire,Land
Digletts Cave,Diglett,Land
Digletts Cave,Sandshrew,Land
Digletts Cave,Dugtrio,Land
Digletts Cave Entrance 1,Diglett,Land
Digletts Cave Entrance 1,Dugtrio,Land
Digletts Cave Entrance 2,Diglett,Land
Digletts Cave Entrance 2,Zubat,Land
Digletts Cave Entrance 2,Dugtrio,Land
Eriyadu Sulfur Pools,Metang,Land
Eriyadu Sulfur Pools,Growlithe,Land
Eriyadu Sulfur Pools,Rhyhorn,Land
Eriyadu Sulfur Pools,Ponyta,Land
Eriyadu Sulfur Pools,Pansear,Land
Eriyadu Sulfur Pools,Sandshrew,Land
Eriyadu Sulfur Pools,Slugma,Land
Eriyadu Town,Luvdisc,Water
Eriyadu Town,Seadra,Water
Eriyadu Town,Wingull,Water
Eriyadu Town,Lumineon,Water
Eriyadu Town,Corsola,Water
Eriyadu Town,Carvanha,Water
Eriyadu Town,Horsea,Water
Eriyadu Town,Frillish,Water
Fire Island,Tentacruel,Water
Fire Island,Panpour,Water
Fire Island,Marill,Water
Fire Island,Krabby,Water
Fire Island,Horsea,Water
Fire Island,Finneon,Water
Fire Island,Corphish,Water
Fire Island,Remoraid,Water
Fire Island Seaway,Slowpoke,Water
Fire Island Seaway,Lotad,Water
Fire Island Seaway,Mantyke,Water
Fire Island Seaway,Frillish,Water
Fire Island Seaway,Ducklett,Water
Fire Island Seaway,Poliwag,Water
Fire Island Seaway,Corsola,Water
Fire Island cave,Torkoal,Land
Fire Island cave,Slugma,Land
Fire Island cave,Numel,Land
Fire Island cave,Nidoran M,Land
Fire Island cave,Magby,Land
Fire Island cave,Graveler,Land
Fire Island cave,Vulpix,Land
Forlorn Nesting Grounds,Bagon,Land
Forlorn Nesting Grounds,Vulpix,Land
Forlorn Nesting Grounds,Treecko,Land
Forlorn Nesting Grounds,Slowpoke,Land
Forlorn Nesting Grounds,Houndour,Land
Forlorn Nesting Grounds,Hoothoot,Land
Forlorn Nesting Grounds,Gastly,Land
Forlorn Nesting Grounds,Duskull,Land
Fuchsia City,Poliwhirl,Water
Fuchsia City,Poliwag,Water
Fuchsia City,Politoed,Water
Fuchsia City,Magikarp,Water
Fuchsia City,Psyduck,Water
Fuchsia City,Goldeen,Water
Green Path,Krabby,Water
Green Path,Tentacruel,Water
Green Path,Slowpoke,Water
Green Path,Qwilfish,Water
Green Path,Psyduck,Water
Green Path,Magikarp,Water
Green Path,Lapras,Water
Green Path,Kingler,Water
Green Path,Horsea,Water
Guild Island,Azumarill,Water
Guild Island,Slowking,Water
Guild Island,Mantine,Water
Guild Island,Mudkip,Water
Guild Island,Quagsire,Water
Guild Island,Azurill,Water
Guild Island,Horsea,Water
Guild Island,Magikarp,Water
Guild Island Cave,Weedle,Land
Guild Island Cave,Abra,Land
Guild Island Cave,Clefairy,Land
Guild Island Cave,Gligar,Land
Guild Island Cave,Mankey,Land
Guild Island Cave,Sableye,Land
Guild Island Cave,Shroomish,Land
Guild Island Cave,Tangrowth,Land
Guild Island Cave Depths,Swinub,Land
Guild Island Cave Depths,Slowpoke,Land
Guild Island Cave Depths,Mimikyu,Land
Guild Island Cave Depths,Marill,Land
Guild Island Cave Depths,Abra,Land
Guild Island Cave Depths,Tangrowth,Land
Guild Island Cave Depths,Meditite,Land
Guild Island Cave Depths,Teddiursa,Land
Guild Island Falls,Tangrowth,Land
Guild Island Falls,Magneton,Land
Guild Island Falls,Slowpoke,Land
Guild Island Falls,Teddiursa,Land
Guild Island Falls,Slowking,Land
Guild Island Falls,Ditto,Land
Guild Island Falls,Electrike,Land
Guild Island Falls,Rotom,Land
Guild Island Forest,Clefable,Land
Guild Island Forest,Gastly,Land
Guild Island Forest,Larvesta,Land
Guild Island Forest,Shroomish,Land
Guild Island Forest,Tangrowth,Land
Guild Island Forest,Togepi,Land
Guild Island Forest,Wingull,Land
Guild Island Forest,Wooper,Land
Ice Island,Gyarados,Water
Ice Island,Qwilfish,Water
Ice Island,Seel,Water
Ice Island,Bergmite,Water
Ice Island,Slowking,Water
Ice Island,Dewgong,Water
Ice Island,Corsola,Water
Ice Island Cave,Swinub,Land
Ice Island Cave,Delibird,Land
Ice Island Cave,Rhyhorn,Land
Ice Island Cave,Seel,Land
Ice Island Cave,Smoochum,Land
Ice Island Cave,Sneasel,Land
Ice Island Cave,Snorunt,Land
Ice Island Cave,Spheal,Land
Ice Island Frozen,Qwilfish,Water
Ice Island Frozen,Dewgong,Water
Ice Island Frozen,Corsola,Water
Ice Island Frozen,Bergmite,Water
Ice Island Frozen,Gyarados,Water
Ice Island Frozen,Seel,Water
Ice Island Frozen,Slowking,Water
Ice Island Seaway,Buizel,Water
Ice Island Seaway,Kingler,Water
Ice Island Seaway,Lapras,Water
Ice Island Seaway,Politoed,Water
Ice Island Seaway,Seel,Water
Ice Island Seaway,Shellder,Water
Ice Island Seaway,Spheal,Water
Ice Island Seaway,Dewgong,Water
Ice Island Seaway Frozen,Buizel,Water
Ice Island Seaway Frozen,Dewgong,Water
Ice Island Seaway Frozen,Kingler,Water
Ice Island Seaway Frozen,Lapras,Water
Ice Island Seaway Frozen,Politoed,Water
Ice Island Seaway Frozen,Seel,Water
Ice Island Seaway Frozen,Shellder,Water
Ice Island Seaway Frozen,Spheal,Water
Isolated Forest,Pidgeotto,Land
Isolated Forest,Budew,Land
Isolated Forest,Hawlucha,Land
Isolated Forest,Meditite,Land
Isolated Forest,Pidgey,Land
Isolated Forest,Solosis,Land
Isolated Forest,Rattata,Land
Isolated Forest,Spinda,Land
Lavender Town Graveyard,Gastly,Land
Lavender Town Graveyard,Pumpkaboo,Land
Lavender Town Graveyard,Phantump,Land
Lavender Town Graveyard,Misdreavus,Land
Lavender Town Graveyard,Raticate,Land
Lavender Town Graveyard,Haunter,Land
Lavender Town Graveyard,Golbat,Land
Lavender Town Graveyard,Yamask,Land
Lightning Island,Slowpoke,Water
Lightning Island,Marill,Water
Lightning Island,Mantine,Water
Lightning Island,Lanturn,Water
Lightning Island,Corsola,Water
Lightning Island,Chinchou,Water
Lightning Island,Tynamo,Water
Lightning Island Frozen,Mantine,Water
Lightning Island Frozen,Lanturn,Water
Lightning Island Frozen,Corsola,Water
Lightning Island Frozen,Chinchou,Water
Lightning Island Frozen,Slowpoke,Water
Lightning Island Frozen,Marill,Water
Lightning Island Frozen,Tynamo,Water
Lightning Island Seaway,Barboach,Water
Lightning Island Seaway,Shellos,Water
Lightning Island Seaway,Quagsire,Water
Lightning Island Seaway,Octillery,Water
Lightning Island Seaway,Lanturn,Water
Lightning Island Seaway,Chinchou,Water
Lightning Island Seaway,Marill,Water
Lightning island cave,Magneton,Land
Lightning island cave,Pikachu,Land
Lightning island cave,Elekid,Land
Lightning island cave,Donphan,Land
Lightning island cave,Baltoy,Land
Lightning island cave,Graveler,Land
Lightning island cave,Magnemite,Land
Love Island,Clamperl,Water
Love Island,Dratini,Water
Love Island,Lapras,Water
Love Island,Luvdisc,Water
Love Island,Magikarp,Water
Love Island,Marill,Water
Love Island,Psyduck,Water
Love Island,Azurill,Water
Love Island,Slowpoke,Water
Love Island,Carvanha,Water
Love Island,Tyrogue,Land
Love Island,Togepi,Land
Love Island,Riolu,Land
Love Island,Pichu,Land
Love Island,Munchlax,Land
Love Island,Meowth,Land
Love Island,Igglybuff,Land
Love Island,Jigglypuff,Land
Love Island,Eevee,Land
Love Island,Cleffa,Land
Love Island,Chingling,Land
Love Island,Buneary,Land
Love Island,Budew,Land
Love Island,Bellossom,Land
Love Island,Happiny,Land
Monkey Path,Pansear,Land
Monkey Path,Slakoth,Land
Monkey Path,Primeape,Land
Monkey Path,Pidgey,Land
Monkey Path,Pansage,Land
Monkey Path,Chimchar,Land
Monkey Path,Mankey,Land
Monkey Path,Darumaka,Land
Monkey Path,Aipom,Land
Monkey Path,Panpour,Land
Mt. Moon 1F,Sandshrew,Land
Mt. Moon 1F,Clefairy,Land
Mt. Moon 1F,Cleffa,Land
Mt. Moon 1F,Geodude,Land
Mt. Moon 1F,Paras,Land
Mt. Moon 1F,Zubat,Land
Mt. Moon B1F,Clefairy,Land
Mt. Moon B1F,Clefable,Land
Mt. Moon B1F,Geodude,Land
Mt. Moon B1F,Igglybuff,Land
Mt. Moon B1F,Paras,Land
Mt. Moon B1F,Sandshrew,Land
Mt. Moon B1F,Sandslash,Land
Mt. Moon B1F,Onix,Land
Mt. Moon B2F,Zubat,Land
Mt. Moon B2F,Sandshrew,Land
Mt. Moon B2F,Onix,Land
Mt. Moon B2F,Paras,Land
Mt. Moon B2F,Elgyem,Land
Mt. Moon B2F,Clefairy,Land
Mt. Moon B2F,Chingling,Land
Mt. Moon B2F,Graveler,Land
Mt. Silver 1F,Barboach,Water
Mt. Silver 1F,Steelix,Land
Mt. Silver 1F,Quagsire,Land
Mt. Silver 1F,Onix,Land
Mt. Silver 1F,Misdreavus,Land
Mt. Silver 1F,Ursaring,Land
Mt. Silver 1F,Golduck,Water
Mt. Silver 1F,Magmar,Land
Mt. Silver 1F,Poliwhirl,Water
Mt. Silver 1F,Quagsire,Water
Mt. Silver 1F,Wooper,Water
Mt. Silver 1F,Graveler,Land
Mt. Silver 1F,Golbat,Land
Mt. Silver 1F,Gligar,Land
Mt. Silver 1F,Poliwag,Water
Mt. Silver 2F,Steelix,Land
Mt. Silver 2F,Tyranitar,Land
Mt. Silver 2F,Quagsire,Land
Mt. Silver 2F,Golbat,Land
Mt. Silver 2F,Donphan,Land
Mt. Silver 2F,Parasect,Land
Mt. Silver 2F,Misdreavus,Land
Mt. Silver Expert Belt,Ursaring,Land
Mt. Silver Expert Belt,Teddiursa,Land
Mt. Silver Expert Belt,Pupitar,Land
Mt. Silver Expert Belt,Misdreavus,Land
Mt. Silver Expert Belt,Larvitar,Land
Mt. Silver Expert Belt,Golduck,Land
Mt. Silver Expert Belt,Donphan,Land
Mt. Silver Expert Belt,Zubat,Land
Mt. Silver Exterior,Arbok,Land
Mt. Silver Exterior,Donphan,Land
Mt. Silver Exterior,Golduck,Water
Mt. Silver Exterior,Ursaring,Land
Mt. Silver Exterior,Tangela,Land
Mt. Silver Exterior,Sneasel,Land
Mt. Silver Exterior,Skarmory,Land
Mt. Silver Exterior,Ponyta,Land
Mt. Silver Exterior,Vullaby,Land
Mt. Silver Exterior,Zangoose,Land
Mt. Silver Exterior,Dodrio,Land
Mt. Silver Exterior,Doduo,Land
Mt. Silver Exterior,Surskit,Water
Mt. Silver Exterior,Psyduck,Water
Mt. Silver Exterior,Poliwhirl,Water
Mt. Silver Exterior,Magikarp,Water
Mt. Silver Lower Mountainside,Tyrogue,Land
Mt. Silver Lower Mountainside,Teddiursa,Land
Mt. Silver Lower Mountainside,Misdreavus,Land
Mt. Silver Lower Mountainside,Larvitar,Land
Mt. Silver Lower Mountainside,Bronzor,Land
Mt. Silver Lower Mountainside,Ursaring,Land
Mt. Silver Lower Mountainside,Quagsire,Land
Mt. Silver Lower Mountainside,Donphan,Land
Mt. Silver Moltres Chamber,Misdreavus,Land
Mt. Silver Moltres Chamber,Donphan,Land
Mt. Silver Moltres Chamber,Golbat,Land
Mt. Silver Moltres Chamber,Golduck,Land
Mt. Silver Moltres Chamber,Larvitar,Land
Mt. Silver Moltres Chamber,Ursaring,Land
Mt. Silver Moltres Chamber,Parasect,Land
Mt. Silver Moltres Chamber,Quagsire,Land
Mt. Silver Moltres Chamber,Steelix,Land
Mt. Silver Upper Mountainside,Quagsire,Land
Mt. Silver Upper Mountainside,Misdreavus,Land
Mt. Silver Upper Mountainside,Larvitar,Land
Mt. Silver Upper Mountainside,Golduck,Land
Mt. Silver Upper Mountainside,Donphan,Land
Mt. Silver Upper Mountainside,Bronzong,Land
Mt. Silver Upper Mountainside,Sneasel,Land
Mt. Silver Upper Mountainside,Ursaring,Land
Munchlax Resort,Teddiursa,Land
Munchlax Resort,Snorlax,Land
Munchlax Resort,Slowpoke,Land
Munchlax Resort,Munchlax,Land
Munchlax Resort,Jigglypuff,Land
Munchlax Resort,Gulpin,Land
Munchlax Resort,Abra,Land
Munchlax Resort,Lickitung,Land
Pallet Town,Horsea,Water
Pallet Town,Tentacool,Water
Pallet Town,Goldeen,Water
Pallet Town,Staryu,Water
Pallet Town,Seaking,Water
Pallet Town,Magikarp,Water
Pallet Town,Lapras,Water
Palpatoo Beak,Venipede,Land
Palpatoo Beak,Tangela,Land
Palpatoo Beak,Oddish,Land
Palpatoo Beak,Slakoth,Land
Palpatoo Beak,Abra,Land
Palpatoo Beak,Golduck,Land
Palpatoo Beak,Ekans,Land
Pitch Black Cave,Zubat,Land
Pitch Black Cave,Inkay,Land
Pitch Black Cave,Stunky,Land
Pitch Black Cave,Scraggy,Land
Pitch Black Cave,Magikarp,Water
Pitch Black Cave,Golbat,Land
Pitch Black Cave,Dugtrio,Land
Pitch Black Cave,Zubat,Water
Pitch Black Cave,Gulpin,Land
Pokemon Tower 2F,Rattata,Land
Pokemon Tower 2F,Zubat,Land
Pokemon Tower 2F,Gastly,Land
Pokemon Tower 2F,Cubone,Land
Pokemon Tower 2F,Haunter,Land
Pokemon Tower 3F,Cubone,Land
Pokemon Tower 3F,Gastly,Land
Pokemon Tower 3F,Haunter,Land
Pokemon Tower 3F,Rattata,Land
Pokemon Tower 3F,Zubat,Land
Pokemon Tower 4F,Cubone,Land
Pokemon Tower 4F,Gastly,Land
Pokemon Tower 4F,Haunter,Land
Pokemon Tower 4F,Misdreavus,Land
Pokemon Tower 4F,Raticate,Land
Pokemon Tower 4F,Zubat,Land
Pokemon Tower 5F,Haunter,Land
Pokemon Tower 5F,Raticate,Land
Pokemon Tower 5F,Cubone,Land
Pokemon Tower 5F,Golett,Land
Pokemon Tower 5F,Duskull,Land
Pokemon Tower 5F,Gastly,Land
Pokemon Tower 5F,Golbat,Land
Pokemon Tower 6F,Shuppet,Land
Pokemon Tower 6F,Raticate,Land
Pokemon Tower 6F,Nincada,Land
Pokemon Tower 6F,Haunter,Land
Pokemon Tower 6F,Golbat,Land
Pokemon Tower 6F,Gastly,Land
Pokemon Tower 6F,Cubone,Land
Pokemon Tower 7F,Gastly,Land
Pokemon Tower 7F,Gengar,Land
Pokemon Tower 7F,Marowak,Land
Pokemon Tower 7F,Honedge,Land
Pokemon Tower 7F,Cubone,Land
Pokemon Tower 7F,Golbat,Land
Pokemon Tower 7F,Haunter,Land
Pokemon Tower B1,Gastly,Land
Pokemon Tower B1,Rattata,Land
Pokemon Tower B1,Zubat,Land
Pokemon Tower B10,Zubat,Land
Pokemon Tower B10,Gastly,Land
Pokemon Tower B10,Rattata,Land
Pokemon Tower B11,Gastly,Land
Pokemon Tower B11,Zubat,Land
Pokemon Tower B11,Rattata,Land
Pokemon Tower B12,Gastly,Land
Pokemon Tower B12,Rattata,Land
Pokemon Tower B12,Zubat,Land
Pokemon Tower B13,Zubat,Land
Pokemon Tower B13,Gastly,Land
Pokemon Tower B13,Rattata,Land
Pokemon Tower B14,Zubat,Land
Pokemon Tower B14,Rattata,Land
Pokemon Tower B14,Gastly,Land
Pokemon Tower B15,Gastly,Land
Pokemon Tower B15,Rattata,Land
Pokemon Tower B15,Zubat,Land
Pokemon Tower B16,Gastly,Land
Pokemon Tower B16,Rattata,Land
Pokemon Tower B16,Zubat,Land
Pokemon Tower B17,Gastly,Land
Pokemon Tower B17,Rattata,Land
Pokemon Tower B17,Zubat,Land
Pokemon Tower B18,Gastly,Land
Pokemon Tower B18,Rattata,Land
Pokemon Tower B18,Zubat,Land
Pokemon Tower B19,Zubat,Land
Pokemon Tower B19,Rattata,Land
Pokemon Tower B19,Gastly,Land
Pokemon Tower B19,Rattata,Land
Pokemon Tower B2,Gastly,Land
Pokemon Tower B2,Rattata,Land
Pokemon Tower B2,Zubat,Land
Pokemon Tower B20,Gastly,Land
Pokemon Tower B20,Rattata,Land
Pokemon Tower B20,Zubat,Land
Pokemon Tower B21,Gastly,Land
Pokemon Tower B21,Rattata,Land
Pokemon Tower B21,Zubat,Land
Pokemon Tower B22,Gastly,Land
Pokemon Tower B22,Zubat,Land
Pokemon Tower B22,Rattata,Land
Pokemon Tower B23,Gastly,Land
Pokemon Tower B23,Rattata,Land
Pokemon Tower B23,Zubat,Land
Pokemon Tower B24,Zubat,Land
Pokemon Tower B24,Gastly,Land
Pokemon Tower B24,Gastly,Land
Pokemon Tower B25,Gastly,Land
Pokemon Tower B25,Rattata,Land
Pokemon Tower B25,Zubat,Land
Pokemon Tower B26,Zubat,Land
Pokemon Tower B26,Rattata,Land
Pokemon Tower B26,Gastly,Land
Pokemon Tower B26,Gastly,Land
Pokemon Tower B27,Gastly,Land
Pokemon Tower B27,Zubat,Land
Pokemon Tower B27,Rattata,Land
Pokemon Tower B28,Gastly,Land
Pokemon Tower B28,Rattata,Land
Pokemon Tower B28,Zubat,Land
Pokemon Tower B29,Gastly,Land
Pokemon Tower B29,Rattata,Land
Pokemon Tower B29,Zubat,Land
Pokemon Tower B3,Rattata,Land
Pokemon Tower B3,Zubat,Land
Pokemon Tower B3,Gastly,Land
Pokemon Tower B4,Zubat,Land
Pokemon Tower B4,Rattata,Land
Pokemon Tower B4,Gastly,Land
Pokemon Tower B5,Gastly,Land
Pokemon Tower B5,Rattata,Land
Pokemon Tower B5,Zubat,Land
Pokemon Tower B6,Zubat,Land
Pokemon Tower B6,Rattata,Land
Pokemon Tower B6,Gastly,Land
Pokemon Tower B7,Zubat,Land
Pokemon Tower B7,Gastly,Land
Pokemon Tower B7,Rattata,Land
Pokemon Tower B8,Gastly,Land
Pokemon Tower B8,Rattata,Land
Pokemon Tower B8,Zubat,Land
Pokemon Tower B9,Zubat,Land
Pokemon Tower B9,Gastly,Land
Pokemon Tower B9,Rattata,Land
Pokemon Tower Underground,Duskull,Land
Pokemon Tower Underground,Spiritomb,Land
Pokemon Tower Underground,Raticate,Land
Pokemon Tower Underground,Golbat,Land
Pokemon Tower Underground,Litwick,Land
Pokemon Tower Underground,Haunter,Land
Pokemon Tower Underground,Gengar,Land
Pokemon Tower Underground,Misdreavus,Land
Pola Tai Lagoon,Yanma,Land
Pola Tai Lagoon,Kricketot,Land
Pola Tai Lagoon,Mankey,Land
Pola Tai Lagoon,Meditite,Land
Pola Tai Lagoon,Swablu,Land
Pola Tai Lagoon,Xatu,Land
Pola Tai Lagoon,Ekans,Land
Pola Tai Lagoon,Pansage,Land
Power Plant,Weezing,Land
Power Plant,Electabuzz,Land
Power Plant,Electrike,Land
Power Plant,Electrode,Land
Power Plant,Grimer,Land
Power Plant,Koffing,Land
Power Plant,Pikachu,Land
Power Plant,Magneton,Land
