Map,Pokemon,Terrain
Hoenn Safari Zone Area 3,Pineco,Land
Hoenn Safari Zone Area 3,Rhyhorn,Land
Hoenn Safari Zone Area 3,Seedot,Land
Hoenn Safari Zone Area 3,Skitty,Land
Hoenn Safari Zone Area 3,Spoink,Land
Hoenn Safari Zone Area 3,Lotad,Water
Hoenn Safari Zone Area 3,Magikarp,Water
Hoenn Safari Zone Area 3,Clamperl,Water
Hoenn Safari Zone Area 3,Tympole,Water
Hoenn Safari Zone Area 3,Swablu,Water
Hoenn Safari Zone Area 3,Poliwhirl,Water
Hoenn Safari Zone Area 3,Poliwag,Water
Hoenn Safari Zone Area 3,Barboach,Water

Hoenn Safari Zone Area 4,Trapinch,Land
Hoenn Safari Zone Area 4,Torchic,Land
Hoenn Safari Zone Area 4,Teddiursa,Land
Hoenn Safari Zone Area 4,Baltoy,Land
Hoenn Safari Zone Area 4,Rhyhorn,Land
Hoenn Safari Zone Area 4,Duskull,Land
Hoenn Safari Zone Area 4,Geodude,Land
Hoenn Safari Zone Area 4,Graveler,Land
Hoenn Safari Zone Area 4,Litleo,Land
Hoenn Safari Zone Area 4,Shuppet,Land
Hoenn Safari Zone Area 4,Nincada,Land
Hoenn Safari Zone Area 4,Phanpy,Land

Hoenn Safari Zone Area 5,Sunkern,Land
Hoenn Safari Zone Area 5,Electrike,Land
Hoenn Safari Zone Area 5,Mareep,Land
Hoenn Safari Zone Area 5,Nosepass,Land
Hoenn Safari Zone Area 5,Plusle,Land
Hoenn Safari Zone Area 5,Zangoose,Land
Hoenn Safari Zone Area 5,Volbeat,Land
Hoenn Safari Zone Area 5,Taillow,Land
Hoenn Safari Zone Area 5,Ralts,Land
Hoenn Safari Zone Area 5,Luvdisc,Water
Hoenn Safari Zone Area 5,Mudkip,Water
Hoenn Safari Zone Area 5,Octillery,Water
Hoenn Safari Zone Area 5,Pelipper,Water
Hoenn Safari Zone Area 5,Quagsire,Water
Hoenn Safari Zone Area 5,Wailmer,Water
Hoenn Safari Zone Area 5,Azurill,Water
Hoenn Safari Zone Area 5,Wingull,Water
Hoenn Safari Zone Area 5,Wooper,Water
Hoenn Safari Zone Area 5,Carvanha,Water

Hoenn Safari Zone Area 6,Stantler,Land
Hoenn Safari Zone Area 6,Treecko,Land
Hoenn Safari Zone Area 6,Slakoth,Land
Hoenn Safari Zone Area 6,Poochyena,Land
Hoenn Safari Zone Area 6,Minccino,Land
Hoenn Safari Zone Area 6,Mightyena,Land
Hoenn Safari Zone Area 6,Houndour,Land
Hoenn Safari Zone Area 6,Aipom,Land
Hoenn Safari Zone Area 6,Whismur,Land
Hoenn Safari Zone Area 6,Illumise,Land

Jagged Pass,Primeape,Land
Jagged Pass,Ponyta,Land
Jagged Pass,Castform,Land
Jagged Pass,Darumaka,Land
Jagged Pass,Mankey,Land
Jagged Pass,Numel,Land
Jagged Pass,Slugma,Land
Jagged Pass,Spoink,Land
Jagged Pass,Spinda,Land

Jura Cave,Geodude,Land
Jura Cave,Honedge,Land
Jura Cave,Onix,Land
Jura Cave,Sableye,Land
Jura Cave,Baltoy,Land
Jura Cave,Whismur,Land
Jura Cave,Zangoose,Land
Jura Cave,Tirtouga,Water
Jura Cave,Seadra,Water
Jura Cave,Horsea,Water
Jura Cave,Goldeen,Water
Jura Cave,Feebas,Water
Jura Cave,Carvanha,Water
Jura Cave,Magikarp,Water

Leev Town Entrance,Shellos,Water
Leev Town Entrance,Psyduck,Water
Leev Town Entrance,Wingull,Water
Leev Town Entrance,Lotad,Water
Leev Town Entrance,Frillish,Water
Leev Town Entrance,Mantyke,Water

Lilycove City,Carvanha,Water
Lilycove City,Pelipper,Water
Lilycove City,Shellder,Water
Lilycove City,Staryu,Water
Lilycove City,Tentacool,Water
Lilycove City,Tentacruel,Water
Lilycove City,Wailmer,Water
Lilycove City,Wingull,Water

Lost Cave,Tentacool,Water
Lost Cave,Gyarados,Water
Lost Cave,Magikarp,Water
Lost Cave,Tentacruel,Water

Low Tide Entrance Room,Spheal,Land
Low Tide Entrance Room,Cubchoo,Land
Low Tide Entrance Room,Delibird,Land
Low Tide Entrance Room,Golbat,Land
Low Tide Entrance Room,Graveler,Land
Low Tide Entrance Room,Snorunt,Land

Low Tide Ice Room,Spheal,Land
Low Tide Ice Room,Zubat,Land
Low Tide Ice Room,Snorunt,Land
Low Tide Ice Room,Seel,Land
Low Tide Ice Room,Sealeo,Land
Low Tide Ice Room,Golbat,Land
Low Tide Ice Room,Dewgong,Land

Meteor Falls 1F 1R,Zubat,Land
Meteor Falls 1F 1R,Solrock,Land
Meteor Falls 1F 1R,Lunatone,Land
Meteor Falls 1F 1R,Graveler,Land
Meteor Falls 1F 1R,Golbat,Land
Meteor Falls 1F 1R,Druddigon,Land
Meteor Falls 1F 1R,Clefairy,Land
Meteor Falls 1F 1R,Goldeen,Water
Meteor Falls 1F 1R,Kingler,Water
Meteor Falls 1F 1R,Krabby,Water
Meteor Falls 1F 1R,Lunatone,Water
Meteor Falls 1F 1R,Magikarp,Water
Meteor Falls 1F 1R,Solrock,Water
Meteor Falls 1F 1R,Barboach,Water

Meteor Falls 1F 2R,Clefairy,Land
Meteor Falls 1F 2R,Solrock,Land
Meteor Falls 1F 2R,Zubat,Land
Meteor Falls 1F 2R,Onix,Land
Meteor Falls 1F 2R,Lunatone,Land
Meteor Falls 1F 2R,Graveler,Land
Meteor Falls 1F 2R,Golbat,Land
Meteor Falls 1F 2R,Geodude,Land
Meteor Falls 1F 2R,Solrock,Water
Meteor Falls 1F 2R,Skrelp,Water
Meteor Falls 1F 2R,Lunatone,Water
Meteor Falls 1F 2R,Krabby,Water
Meteor Falls 1F 2R,Kingler,Water
Meteor Falls 1F 2R,Goldeen,Water
Meteor Falls 1F 2R,Barboach,Water
Meteor Falls 1F 2R,Whiscash,Water

Meteor Falls B1F 1R,Clefairy,Land
Meteor Falls B1F 1R,Deino,Land
Meteor Falls B1F 1R,Geodude,Land
Meteor Falls B1F 1R,Golbat,Land
Meteor Falls B1F 1R,Graveler,Land
Meteor Falls B1F 1R,Lunatone,Land
Meteor Falls B1F 1R,Solrock,Land
Meteor Falls B1F 1R,Onix,Land
Meteor Falls B1F 1R,Barboach,Water
Meteor Falls B1F 1R,Kingler,Water
Meteor Falls B1F 1R,Krabby,Water
Meteor Falls B1F 1R,Lunatone,Water
Meteor Falls B1F 1R,Magikarp,Water
Meteor Falls B1F 1R,Solrock,Water
Meteor Falls B1F 1R,Whiscash,Water
Meteor Falls B1F 1R,Zubat,Water
Meteor Falls B1F 1R,Goldeen,Water

Meteor Falls B1F 2R,Onix,Land
Meteor Falls B1F 2R,Lunatone,Land
Meteor Falls B1F 2R,Graveler,Land
Meteor Falls B1F 2R,Golbat,Land
Meteor Falls B1F 2R,Geodude,Land
Meteor Falls B1F 2R,Clefairy,Land
Meteor Falls B1F 2R,Bagon,Land
Meteor Falls B1F 2R,Zubat,Land
Meteor Falls B1F 2R,Solrock,Land
Meteor Falls B1F 2R,Whismur,Land
Meteor Falls B1F 2R,Zubat,Water
Meteor Falls B1F 2R,Solrock,Water
Meteor Falls B1F 2R,Barboach,Water
Meteor Falls B1F 2R,Goldeen,Water
Meteor Falls B1F 2R,Kingler,Water
Meteor Falls B1F 2R,Krabby,Water
Meteor Falls B1F 2R,Lunatone,Water
Meteor Falls B1F 2R,Magikarp,Water
Meteor Falls B1F 2R,Whiscash,Water

Mirage Island Cave 1F,Amaura,Land
Mirage Island Cave 1F,Anorith,Land
Mirage Island Cave 1F,Banette,Land
Mirage Island Cave 1F,Donphan,Land
Mirage Island Cave 1F,Loudred,Land
Mirage Island Cave 1F,Swinub,Land
Mirage Island Cave 1F,Omanyte,Land
Mirage Island Cave 1F,Golbat,Land

Mirage Island Cave 2F,Parasect,Land
Mirage Island Cave 2F,Onix,Land
Mirage Island Cave 2F,Lileep,Land
Mirage Island Cave 2F,Donphan,Land
Mirage Island Cave 2F,Arbok,Land
Mirage Island Cave 2F,Shieldon,Land
Mirage Island Cave 2F,Dusclops,Land

Mirage Island Cave 3F,Piloswine,Land
Mirage Island Cave 3F,Nidorino,Land
Mirage Island Cave 3F,Exploud,Land
Mirage Island Cave 3F,Cranidos,Land
Mirage Island Cave 3F,Claydol,Land
Mirage Island Cave 3F,Tyrunt,Land
Mirage Island Cave 3F,Rhyhorn,Land

Mirage Island Lake,Torkoal,Land
Mirage Island Lake,Aerodactyl,Land
Mirage Island Lake,Archen,Land
Mirage Island Lake,Carnivine,Land
Mirage Island Lake,Exeggutor,Land
Mirage Island Lake,Nidoking,Land
Mirage Island Lake,Nidoqueen,Land
Mirage Island Lake,Tropius,Land
Mirage Island Lake,Sharpedo,Water
Mirage Island Lake,Pelipper,Water
Mirage Island Lake,Luvdisc,Water
Mirage Island Lake,Kingler,Water
Mirage Island Lake,Kingdra,Water
Mirage Island Lake,Kabuto,Water
Mirage Island Lake,Horsea,Water
Mirage Island Lake,Tirtouga,Water

Mirage Island Summit,Taillow,Land
Mirage Island Summit,Vileplume,Land
Mirage Island Summit,Zorua,Land
Mirage Island Summit,Wynaut,Land
Mirage Island Summit,Electrike,Land
Mirage Island Summit,Jangmo-o,Land
Mirage Island Summit,Shiftry,Land
Mirage Island Summit,Shroomish,Land

Moon,Gible,Land
Moon,Clefable,Land
Moon,Lunatone,Land
Moon,Solrock,Land
Moon,Xatu,Land
Moon,Clefairy,Land
Moon,Jigglypuff,Land

Moon 1F,Graveler,Land
Moon 1F,Clefairy,Land
Moon 1F,Elgyem,Land
Moon 1F,Geodude,Land
Moon 1F,Lunatone,Land
Moon 1F,Mr. Mime,Land
Moon 1F,Solrock,Land
Moon 1F,Clefable,Land

Moon B1F,Unown,Land
Moon B1F,Munna,Land
Moon B1F,Inkay,Land
Moon B1F,Gastly,Land
Moon B1F,Carbink,Land
Moon B1F,Bronzor,Land
Moon B1F,Baltoy,Land
Moon B1F,Chingling,Land

Mossdeep City,Pelipper,Water
Mossdeep City,Sharpedo,Water
Mossdeep City,Tentacool,Water
Mossdeep City,Tentacruel,Water
Mossdeep City,Magikarp,Water
Mossdeep City,Frillish,Water
Mossdeep City,Wailmer,Water

Mt. Pyre 1F,Shuppet,Land
Mt. Pyre 1F,Rattata,Land
Mt. Pyre 1F,Duskull,Land
Mt. Pyre 1F,Patrat,Land

Mt. Pyre 2F,Patrat,Land
Mt. Pyre 2F,Rattata,Land
Mt. Pyre 2F,Shuppet,Land
Mt. Pyre 2F,Duskull,Land

Mt. Pyre 3F,Duskull,Land
Mt. Pyre 3F,Patrat,Land
Mt. Pyre 3F,Shuppet,Land
Mt. Pyre 3F,Unown,Land

Mt. Pyre 4F,Patrat,Land
Mt. Pyre 4F,Shuppet,Land
Mt. Pyre 4F,Rattata,Land
Mt. Pyre 4F,Duskull,Land

Mt. Pyre Exterior,Growlithe,Land
Mt. Pyre Exterior,Meditite,Land
Mt. Pyre Exterior,Rattata,Land
Mt. Pyre Exterior,Shuppet,Land
Mt. Pyre Exterior,Vulpix,Land
Mt. Pyre Exterior,Wingull,Land
Mt. Pyre Exterior,Zubat,Land
Mt. Pyre Exterior,Bronzor,Land
Mt. Pyre Exterior,Elgyem,Land
Mt. Pyre Exterior,Duskull,Land
Mt. Pyre Exterior,Wooper,Water
Mt. Pyre Exterior,Quagsire,Water
Mt. Pyre Exterior,Poliwhirl,Water
Mt. Pyre Exterior,Poliwag,Water
Mt. Pyre Exterior,Marill,Water
Mt. Pyre Exterior,Lotad,Water

Mt. Pyre Summit,Bronzor,Land
Mt. Pyre Summit,Chimecho,Land
Mt. Pyre Summit,Elgyem,Land
Mt. Pyre Summit,Growlithe,Land
Mt. Pyre Summit,Meditite,Land
Mt. Pyre Summit,Patrat,Land
Mt. Pyre Summit,Shuppet,Land
Mt. Pyre Summit,Vulpix,Land
Mt. Pyre Summit,Zubat,Land
Mt. Pyre Summit,Poliwag,Water
Mt. Pyre Summit,Poliwhirl,Water
Mt. Pyre Summit,Lotad,Water
Mt. Pyre Summit,Marill,Water
Mt. Pyre Summit,Wooper,Water
Mt. Pyre Summit,Quagsire,Water

Nap Cave,Misdreavus,Land
Nap Cave,Spiritomb,Land
Nap Cave,Nosepass,Land
Nap Cave,Jigglypuff,Land
Nap Cave,Haunter,Land
Nap Cave,Zubat,Land
Nap Cave,Whismur,Land
Nap Cave,Poliwag,Water
Nap Cave,Psyduck,Water
Nap Cave,Wooper,Water
Nap Cave,Poliwhirl,Water

Nap Cave B1F,Haunter,Land
Nap Cave B1F,Golbat,Land
Nap Cave B1F,Jigglypuff,Land
Nap Cave B1F,Misdreavus,Land
Nap Cave B1F,Whismur,Land
Nap Cave B1F,Zubat,Land
Nap Cave B1F,Gastly,Land
Nap Cave B1F,Poliwag,Water
Nap Cave B1F,Poliwhirl,Water
Nap Cave B1F,Quagsire,Water
Nap Cave B1F,Golduck,Water

Nap Forest,Tangela,Land
Nap Forest,Slakoth,Land
Nap Forest,Shroomish,Land
Nap Forest,Paras,Land
Nap Forest,Petilil,Land
Nap Forest,Hoothoot,Land
Nap Forest,Foongus,Land
Nap Forest,Caterpie,Land
Nap Forest,Scatterbug,Land
Nap Forest,Slowpoke,Water
Nap Forest,Lotad,Water
Nap Forest,Barboach,Water
Nap Forest,Tympole,Water
Nap Forest,Wingull,Water
Nap Forest,Marill,Water

Nap Shore,Skitty,Land
Nap Shore,Swablu,Land
Nap Shore,Persian,Land
Nap Shore,Meowth,Land
Nap Shore,Jigglypuff,Land
Nap Shore,Drowzee,Land
Nap Shore,Clefairy,Land
Nap Shore,Clamperl,Land
Nap Shore,Chatot,Land
Nap Shore,Wingull,Land
Nap Shore,Feebas,Water
Nap Shore,Surskit,Water
Nap Shore,Slowpoke,Water
Nap Shore,Magikarp,Water
Nap Shore,Corsola,Water
Nap Shore,Clauncher,Water
Nap Shore,Buizel,Water
Nap Shore,Barboach,Water

Nap Town,Corphish,Water
Nap Town,Barboach,Water
Nap Town,Magikarp,Water
Nap Town,Staryu,Water
Nap Town,Tentacool,Water
Nap Town,Wingull,Water
Nap Town,Shellder,Water

New Mauville,Electrode,Land
New Mauville,Emolga,Land
New Mauville,Magnemite,Land
New Mauville,Magneton,Land
New Mauville,Voltorb,Land
New Mauville,Blitzle,Land

Pacifidlog Town,Tentacool,Water
Pacifidlog Town,Wailmer,Water
Pacifidlog Town,Wingull,Water
Pacifidlog Town,Magikarp,Water
Pacifidlog Town,Krabby,Water
Pacifidlog Town,Horsea,Water
Pacifidlog Town,Corsola,Water
