Map,Pokemon,Terrain
Breezy Path,Quagsire,Water
Breezy Path,Magikarp,Water
Breezy Path,Mantyke,Water
Breezy Path,Marill,Water
Breezy Path,Mudkip,Water
Breezy Path,Zigzagoon,Land
Breezy Path,Slowking,Water
Breezy Path,Treecko,Land
Breezy Path,Shroomish,Land
Breezy Path,Wooper,Water
Breezy Path,Seedot,Land
Breezy Path,Petilil,Land
Breezy Path,Marill,Land
Breezy Path,Lotad,Land
Breezy Path,Spinda,Land

Breezy Town,Zangoose,Land
Breezy Town,Lickitung,Land
Breezy Town,Pikachu,Land
Breezy Town,Ledyba,Land
Breezy Town,Electrike,Land
Breezy Town,Bunnelby,Land
Breezy Town,Bellsprout,Land
Breezy Town,Venonat,Land

Suzuka Cave 1F,Azumarill,Water
Suzuka Cave 1F,Gligar,Water
Suzuka Cave 1F,Wooper,Land
Suzuka Cave 1F,Magikarp,Water
Suzuka Cave 1F,Marill,Water
Suzuka Cave 1F,Mudkip,Water
Suzuka Cave 1F,Horsea,Water
Suzuka Cave 1F,Quagsire,Water
Suzuka Cave 1F,Numel,Land
Suzuka Cave 1F,Klefki,Land
Suzuka Cave 1F,Happiny,Land
Suzuka Cave 1F,Dunsparce,Land
Suzuka Cave 1F,Baltoy,Land
Suzuka Cave 1F,Shroomish,Land
Suzuka Cave 1F,Octillery,Water
Suzuka Cave 1F,Bronzor,Land

Suzuka Cave B1F,Kangaskhan,Land
Suzuka Cave B1F,Lotad,Water
Suzuka Cave B1F,Loudred,Land
Suzuka Cave B1F,Mankey,Land
Suzuka Cave B1F,Mawile,Land
Suzuka Cave B1F,Pikachu,Land
Suzuka Cave B1F,Shuppet,Land
Suzuka Cave B1F,Tangrowth,Land
Suzuka Cave B1F,Buizel,Water
Suzuka Cave B1F,Primeape,Land
Suzuka Cave B1F,Mantyke,Water
Suzuka Cave B1F,Piplup,Water
Suzuka Cave B1F,Quagsire,Water
Suzuka Cave B1F,Remoraid,Water
Suzuka Cave B1F,Rotom,Water
Suzuka Cave B1F,Wooper,Water

Suzuka Cave B2F,Mimikyu,Land
Suzuka Cave B2F,Marill,Land
Suzuka Cave B2F,Turtwig,Land
Suzuka Cave B2F,Seviper,Land
Suzuka Cave B2F,Snubbull,Land
Suzuka Cave B2F,Torkoal,Land
Suzuka Cave B2F,Zubat,Land
Suzuka Cave B2F,Quagsire,Land

Suzuka Clearing,Azurill,Water
Suzuka Clearing,Azumarill,Water
Suzuka Clearing,Marill,Water
Suzuka Clearing,Magikarp,Water
Suzuka Clearing,Horsea,Water
Suzuka Clearing,Tropius,Land
Suzuka Clearing,Wooper,Water
Suzuka Clearing,Buneary,Land
Suzuka Clearing,Gligar,Land
Suzuka Clearing,Minccino,Land
Suzuka Clearing,Pidgey,Land
Suzuka Clearing,Seviper,Land
Suzuka Clearing,Skiploom,Land
Suzuka Clearing,Remoraid,Water
Suzuka Clearing,Weedle,Land

Suzuka Path,Emolga,Land
Suzuka Path,Hypno,Land
Suzuka Path,Larvesta,Land
Suzuka Path,Pidgey,Land
Suzuka Path,Pikachu,Land
Suzuka Path,Seedot,Land
Suzuka Path,Seviper,Land
Suzuka Path,Spinda,Land

Suzuka Towers,Wooper,Land
Suzuka Towers,Clefable,Land
Suzuka Towers,Cottonee,Land
Suzuka Towers,Electrike,Land
Suzuka Towers,Exeggcute,Land
Suzuka Towers,Lickitung,Land
Suzuka Towers,Tangela,Land
Suzuka Towers,Togepi,Land

Suzuka Trail,Miltank,Land
Suzuka Trail,Meditite,Land
Suzuka Trail,Mankey,Land
Suzuka Trail,Whismur,Land
Suzuka Trail,Chingling,Land
Suzuka Trail,Chimchar,Land
Suzuka Trail,Ledian,Land
Suzuka Trail,Spinda,Land
